TEST_RUN_ID,NAME_OF_TEST,SOURCE_DATABASE,SOURCE_SCHEMA,SOURCE_TABLE,SOURCE_COLUMN,TARGET_DATABASE,TARGET_SCHEMA,TARGET_TABLE,TARGET_COLUMN,TEST_RESULT,STATUS,DETAILS,SEVERITY_LEVEL,RUN_TIMESTAMP,IS_LATEST
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,PROCEDURE_REQUEST,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: PROCEDURE_REQUEST,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,MEDICATION_STATEMENT,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: MEDICATION_STATEMENT,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,SCHEDULE_PRACTITIONER,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: SCHEDULE_PRACTITIONER,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,OBSERVATION,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: OBSERVATION,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,ORGANISATION,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: ORGANISATION,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,SCHEDULE,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: SCHEDULE,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,REFERRAL_REQUEST,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: REFERRAL_REQUEST,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,PRACTITIONER,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: PRACTITIONER,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT_CONTACT,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: PATIENT_CONTACT,HIGH SEVERITY,2025-12-22 11:18:25,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT_UPRN,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: PATIENT_UPRN,HIGH SEVERITY,2025-12-22 11:18:25,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PERSON,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: PERSON,HIGH SEVERITY,2025-12-22 11:18:25,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT_ADDRESS,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: PATIENT_ADDRESS,HIGH SEVERITY,2025-12-22 11:18:25,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: PATIENT,HIGH SEVERITY,2025-12-22 11:18:25,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT_ADDRESS,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:1915516, number_of_medical_units: 57, org_code:ORG_400for table: PATIENT_ADDRESS",FAIL,"Unallocated records exist in PATIENT_ADDRESS for, org_code:ORG_400. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:35:10,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT_ADDRESS,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:95457, number_of_medical_units: 76, org_code:ORG_778for table: PATIENT_ADDRESS",FAIL,"Unallocated records exist in PATIENT_ADDRESS for, org_code:ORG_778. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:35:10,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:5307, number_of_medical_units: 56, org_code:ORG_400for table: PATIENT",FAIL,"Unallocated records exist in PATIENT for, org_code:ORG_400. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:35:10,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT_CONTACT,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:186577, number_of_medical_units: 76, org_code:ORG_778for table: PATIENT_CONTACT",FAIL,"Unallocated records exist in PATIENT_CONTACT for, org_code:ORG_778. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:35:10,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT_CONTACT,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:804778, number_of_medical_units: 57, org_code:ORG_400for table: PATIENT_CONTACT",FAIL,"Unallocated records exist in PATIENT_CONTACT for, org_code:ORG_400. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:35:10,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT_UPRN,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,,PASS,Unallocated records not found in table: PATIENT_UPRN,HIGH SEVERITY,2025-12-22 10:35:10,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PERSON,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,,PASS,Unallocated records not found in table: PERSON,HIGH SEVERITY,2025-12-22 10:35:10,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:95457, number_of_medical_units: 76, org_code:ORG_778for table: PATIENT",FAIL,"Unallocated records exist in PATIENT for, org_code:ORG_778. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:35:10,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,FLAG,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:22786, number_of_medical_units: 32, org_code:ORG_400for table: FLAG",FAIL,"Unallocated records exist in FLAG for, org_code:ORG_400. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,PATIENT_REGISTERED_PRACTITIONER_IN_ROLE,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:95457, number_of_medical_units: 76, org_code:ORG_778for table: PATIENT_REGISTERED_PRACTITIONER_IN_ROLE",FAIL,"Unallocated records exist in PATIENT_REGISTERED_PRACTITIONER_IN_ROLE for, org_code:ORG_778. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,MEDICATION_STATEMENT,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:3473793, number_of_medical_units: 76, org_code:ORG_778for table: MEDICATION_STATEMENT",FAIL,"Unallocated records exist in MEDICATION_STATEMENT for, org_code:ORG_778. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,MEDICATION_STATEMENT,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:4851514, number_of_medical_units: 57, org_code:ORG_400for table: MEDICATION_STATEMENT",FAIL,"Unallocated records exist in MEDICATION_STATEMENT for, org_code:ORG_400. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,OBSERVATION,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:54961790, number_of_medical_units: 76, org_code:ORG_778for table: OBSERVATION",FAIL,"Unallocated records exist in OBSERVATION for, org_code:ORG_778. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,MEDICATION_ORDER,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:339819, number_of_medical_units: 57, org_code:ORG_400for table: MEDICATION_ORDER",FAIL,"Unallocated records exist in MEDICATION_ORDER for, org_code:ORG_400. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,OBSERVATION,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:3269074, number_of_medical_units: 57, org_code:ORG_400for table: OBSERVATION",FAIL,"Unallocated records exist in OBSERVATION for, org_code:ORG_400. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,REFERRAL_REQUEST,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:12776, number_of_medical_units: 57, org_code:ORG_400for table: REFERRAL_REQUEST",FAIL,"Unallocated records exist in REFERRAL_REQUEST for, org_code:ORG_400. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,APPOINTMENT_PRACTITIONER,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:60487, number_of_medical_units: 57, org_code:ORG_400for table: APPOINTMENT_PRACTITIONER",FAIL,"Unallocated records exist in APPOINTMENT_PRACTITIONER for, org_code:ORG_400. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,SCHEDULE,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:335976, number_of_medical_units: 54, org_code:ORG_400for table: SCHEDULE",FAIL,"Unallocated records exist in SCHEDULE for, org_code:ORG_400. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,MEDICATION_ORDER,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:6704187, number_of_medical_units: 76, org_code:ORG_778for table: MEDICATION_ORDER",FAIL,"Unallocated records exist in MEDICATION_ORDER for, org_code:ORG_778. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,EPISODE_OF_CARE,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:123057, number_of_medical_units: 76, org_code:ORG_778for table: EPISODE_OF_CARE",FAIL,"Unallocated records exist in EPISODE_OF_CARE for, org_code:ORG_778. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,EPISODE_OF_CARE,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:1970136, number_of_medical_units: 57, org_code:ORG_400for table: EPISODE_OF_CARE",FAIL,"Unallocated records exist in EPISODE_OF_CARE for, org_code:ORG_400. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,APPOINTMENT,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:9138741, number_of_medical_units: 76, org_code:ORG_778for table: APPOINTMENT",FAIL,"Unallocated records exist in APPOINTMENT for, org_code:ORG_778. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,APPOINTMENT,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:60487, number_of_medical_units: 57, org_code:ORG_400for table: APPOINTMENT",FAIL,"Unallocated records exist in APPOINTMENT for, org_code:ORG_400. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
RUN_421,UNALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,SCHEDULE,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,"unallocated_records:620659, number_of_medical_units: 73, org_code:ORG_778for table: SCHEDULE",FAIL,"Unallocated records exist in SCHEDULE for, org_code:ORG_778. (This is where there is no LDS_RECORD_ID in the allocation table, for this ORG and table, is NULL)",HIGH SEVERITY,2025-12-22 10:32:44,0
